10:24	1
10:25	1
11:08	0
11:30	0
11:33	0
11:34	0
11:34	0
11:34	0
11:34	0
11:35	0
11:35	0
11:35	0
11:36	0
11:36	0
11:36	0
11:37	0
11:40	0
11:40	0
11:40	0
11:41	0
11:41	0
11:41	0
11:41	0
11:42	0
11:44	0
11:44	0
11:45	0
11:45	0
11:45	0
11:46	0
11:46	0
11:47	0
11:47	0
11:47	0
11:48	0
12:24	0
12:24	0
12:24	0
12:25	0
12:25	0
12:25	0
12:26	0
12:26	0
12:26	0
12:26	0
12:26	0
12:27	0
12:29	0
12:29	0
12:29	0
12:30	0
12:30	0
12:30	0
12:33	0
12:33	0
12:33	0
12:33	0
12:33	0
12:34	0
12:34	0
12:34	0
12:34	0
12:34	0
12:35	0
12:35	0
12:35	0
12:36	0
12:36	0
12:36	0
12:36	0
12:36	0
12:37	0
12:37	0
12:37	0
12:37	0
12:37	0
12:37	0
12:38	0
12:38	0
12:38	0
12:38	0
12:38	0
12:39	0
12:39	0
12:39	0
12:39	0
12:39	0
12:39	0
12:40	0
12:40	0
12:40	0
12:40	0
12:40	0
12:41	0
12:42	0
12:42	0
12:43	0
12:43	0
12:43	0
12:43	0
12:43	0
12:44	0
12:44	0
12:44	0
12:44	0
12:44	0
12:44	0
12:45	0
12:45	0
12:45	0
12:45	0
12:45	0
12:46	0
12:46	0
12:46	0
12:46	0
12:46	0
12:47	0
12:47	0
12:47	0
12:47	0
12:47	0
12:48	0
12:48	0
12:48	0
12:48	0
12:48	0
12:49	0
12:49	0
12:49	0
12:49	0
12:49	0
12:49	0
12:50	0
12:50	0
12:50	0
12:50	0
12:50	0
12:50	0
12:51	0
12:51	0
12:51	0
12:51	0
12:51	0
12:52	0
12:52	0
12:52	0
12:52	0
12:52	0
12:53	0
12:53	0
12:53	0
12:53	0
12:53	0
12:54	0
12:54	0
12:54	0
12:54	0
12:55	0
12:55	0
12:55	0
12:55	0
12:55	0
12:56	0
12:56	0
12:56	0
12:56	0
